protocol_number,speaker,text
3,א' שלגי,"על לדעתנו בהצעת הממשלה הנושא של ה-wheeling קיים, אנחנו רק מדברים בכל המערכת תק רפת מעבר של עשר שנים שלדעתנו היא חשובה כדי להסדיר את המשק. כל התהליכים שיקרו, ממילא לקח עשר שנים עד שהם יקרו. גם אם ייכנס יצרן פרטי עד שהוא יתחיל לבנות תחנה ולייצר ולהעביר דרך הרשת יקח אם לא עשר שנים אז שמונה שנים. - ' ' החלק שי ותר מפריע לי בהצעת היושב-ראש הוא שהמודל הכלכלי לא גמור עד הסוף. בדרך כלל יצרן פרטי מתקשר עם חברת חשמל בחוזה לטווח ארוך על מחיר מוסכם ואז תמיד יהיה לו כדאי את עודף הזמן שיש לו שהוא לא מוכר לחברת החשמל - למכור במחיר יותר לצרכן סופי אחר יש פה מצב שאנחנו יוצרים שוק שיש בו איזשהו חוסר איזון. אומרת, אם אנחנו פותחים את נושא ה-wheeling, חברת החשמל חייבת ליהנות מאותו שממנו יהנה הצרכן הסופי, אחרת אנחנו יוצרים עיוות מובנה בתוך המערכת שהוא לא נכון. אני חושב שעל החלק הזה צריכה להיות תשובה כלכלית נכונה. נמוך זאת מחיר ."
3,ש' ברובנדר,", צודק אסף שלגי שהחוק מאפשר היום wheeling, זאת שאלה של החלטה. כלומר, לא צריך את נוסח החוק בחוק מופיע שהשר יכול לקבוע ברישיון -- - לשנות אבל ר ך : סעיף 19(ב)."
3,ש' ברובנדר,"האופציה החשמל ' קיימת, לגבי המודל של יצרן פרטי גם היום יש יצרנים פרטיים במערכת שהם מפעלים קיימים שמוכרים היום חשמל לחברת חשמל, לדוגמא מפעלי ים המלח אבל היצרן הפרטי לא מוכר החשמל במחיר לצרכן הוא מוכר חשמל במחיר שולי . כשאתה לוקח ה י ום מפעל תעש י יתי שמקים לו תחנת כוח, אתה צריך גם להביא בחשבון עוד אלמנט אחד שלא הו זכר עד ה י ום בשום מקום: רוב המפעלים שמוקמים במפעלי תעשייה, הם מופעלים שמן קמ י ם בתוקף חוק לעידוד השקעות הון ומקבלים סיבסוד של 38%. ישנה החלטה מקדמת שלנו ושל משרד האוצר מבחינת הטיפול בנושא של יצרנים פרטיים שמאחר שחברת עצמה אינה מסובסדת, לא יתכן שמפעל שקיבל מהמדינה מענק של 38%, ימכור חשמל ממוצע של המערכת. לכן אותו מפעל לא יכול להתקשר בחוזה לטווח ארוך ולקבל סי בסוד מהמדינה, אלא הוא חייב להתקשר בחוזים לטווח קצר עם חברת חשמל ולמכור חשמל לפי הסכמים שנתיים. דבר כזה מתבצע גם היום. לכן מבחינה זו אין רבותא בהצעה שמפעל שיש לו עודפי חשמל ימכור אבל הוא ימכור במחיר שולי. דנא החשמל במחיר - הדבר , - השני, שצריך להביא בחשבון זו בעיית המכסה. כשאנחנו מדברים היום על יצרנים פרטיים, דיברנו על מכסה. כשאנחנו יצאנו עם דו""ח יצרנים פרטיים ואמרנו שאין מגבלות כניסה לענף, קיבלנו הצעות של 3,500 מגווט יצרנים פרטיים, כולם בדיזלים. - הוועדה המשותפת לחוק משק החשמל 19/02/96 7 - זה לא אומר שזה ען נה על צרכי המשק, זה לא אומר שהמודל שאנחנו רוצים לפתח הוא תעשי ית חשמל בדיזלים. זה אומר שבענף שיש בו כניסה חופשית, אנשים רוצים לראות בזה אופציות של מספר ירוק של מוניות. יקימו או לא יקימו, אבל כל אחד רוצה קודם כל להשתלט על האופציה. לכן הכנסת יצרן פרטי שמוכר למערכת, גם כשזה לא בשיטה שהצענו מחי י בת רגולציה כלשה ר כלומר חייבת להיות מכסה, חייבת להיות שיטת מכרז היחידה מי יוציא את המכרז - חברת החשמל או משרד האנרגיה או שזו תהיה הגרלה חייבת להיות איזושהי רגולציה על המערכת. . השאלה אבל , הדבר השלישי שיש להביא בחשבון הוא, שבמבנה תעריפי החשמל היום לוקחים את בר הכל המערכת, מתחשבים בסך הכל המערכת, בסך הכל תוכניות הפיתוח ובסך-הכל כמויות החשמל שנמכרות והמחיר מייצג איזשהו ממוצע ובנוי על הממוצע. ברגע שאתה תוציא מתוך הממוצע הזה סקטור מאוד משמעותי של צרכני מתח עליון שיש להם האופציה להיכנס ולצאת, השאלה שתישאל אחר כך היא מי ישלם את המחיר האמיתי של היציאה של אותו סקטור מתוך מערכת החשמל הנושא האחרונים - , האחרון שצריך להב יא בחשבון זה הנושא שהעלתה חברת החשמל בדיונים הנושא של תוכניות הפיתוח החזקת הרזרבה מכיוון שגיבוי זה רזרבה. על להחז יק גי בן < מישהו צריך להשקיע את השקעות הפיתוח בחשמל אם אתה משמיט את הצרכ נ י של דבר שמחיר החשמל יושפע. אני כרגע לא רוצה להגיד לאיזה כיוון הוא יושפע אבל ברור שתהיה פה בעיה של redistribution בעלויות החשמל. מנת הבסיס . סופן ."
3,ד' תיכון,- מה דעתך לאיזה כיוון הוא יושפע?
3,ש' ברובנדר,אני יכול להגיד לך שבמקרה הזה אין לי שום ספק שהצרכן התעשייתי הגדול ייהנה והצרכן הביתי הקטן ר יפגע ואני יכול גם להוכיח את זה.
3,א' מעוז,"אני אני אתחיל מהמספר הירוק. היום יש חברה אחת שיש לה מספר ירוק - זו חברת החשמל. מוכן להרים את הכפפה ולהבטיח תחרות בתנאים שיוויוניים והוגנים. אני מגדיר תנאים שיוויוניים: שכל היצרנים במערכת - תחנות הכוח של חברת חשמל ויצרנים אחרים יעמדו בפני תנאים שורים בשוק התשומות; אני אהיה מאוד מדויק - גם בשוק ההון, גם בשוק העבודה וגם בשוק הדלק וגם ברשת ההולכה,"
3,"ג' גל - היו""ר","ד ""ר מעוז , יש לי בקשה אם אנחנו רוצים להתקדם. אני הנחתי הצעה, תתייחס אליה. אתה בעדה ? אתה תוקף אותה? אתה יכול גם להציע הצעה אחרת. אני לא רוצה סימפוזיונים, זה באוניברסיטה. אנחנו מדברים על ה-wheeling? אני הצעתי הצעה. תקוף אותה או תציע הצעה אחרת."
3,א' מעוז,"בסדר. אני שואל אם מותר להתייחס גם למה שנאמר פה, או רק למה שאתה אמרת. ."
3,"ג' גל - היו""ר",". אתה יכול להתייחס למה שאתה רוצה, אבל אני לא רוצה ויכוח ביניכם אם אתם רוצים לקיים ויכוח ביניכם החדר שלי לרשותכם"
3,א' מעוז,"אני לתוקף חושב שצריך לגבש מבנה יעד ולעגן אותו בחוק החשמל גם אם תאמר שהוא ייכנס תוך שלוש או ארבע שנים, מבחינתי זה בסדר צריך לגבש את מבנה היעד של משק החשמל ; גם אם תאמר שקיימות קשיחויות לטווח קצר מבנה היעד צריך להתגבש ויש לעגן • הוועדה המשותפת לחוק משק החשמל 19/02/96 אותו שנים, ההולכה ' 8 - בחוק החשמל. קרי, לפי הניסיון שהצטבר עד עכשיו מאז הרפורמה באנגליה לפני שש אנחנו רואים שהעקרונות הבאים הם תופסים: ההפרדה של מערכת החלוקה, הפרדה של והפרדה של מערכת הי יצור כאשר במערכת הייצור ניתן לקיים תחרות לפחות בעצם ההקמה, במימון ההקמה ובתפעול על בסיס תחנת כוח. מקובל עליי, בגלל האופי של החשמל, שחוץ מיצרנים קטנים המערכת צריכה להיות אחודה, תפעולית ברמה המערכתית. אבל ניתן לקיים בעלות פרטית-- בהיבטים הבאים -"
3,ד' תיכון,"ד""ר מעוז , אולי תדבר בעברית שגם אני אבין אותה? מה אתה רוצה? א מעוז: כמו ' כשמד ו בר על תחנות כוח גדולות, צריך להסדיר איזשהו שוק כאשר יש מערכת מרכזית פיקוח על העומס או חברה שאחראית על הסדרת השוק כפי שנעשה במספר מדינות כמו אוסטרליה הגוף המרכ ז < הזה מסדיר את השוק ומפעיל את התחנה אומר לה לעלות או לרדת וכו'. צריכה להיות יד מרכזית. אבל זה לא נוגד את האפשרות-- - ד' תיכן ך : הניח בכל זאת, אני לא מקצוען. אני נכנס לעסק הזה בלי דעה קדומה ובלבד שתהיה תחרות. יו""ר הוועדה הצעה. אתה אומר שההצעה הזאת היא מעט מדי ומאוחר מדי ואתה רוצה שנלך לרפורמה הרבה יותר גדולה. מען ז: א מעט מדי. לא אמרתי מאוחר מדי."
3,ד' תיכון,"בסדר את זה אני אומר אתה בא ואומר: לא מקובלת עלי ההצעה הזאת, אני רוצה ללכת לרפורמה הרבה יותר מרחיקת לכת אפילו אם היא לא תתבצע לאלתר •"
3,א' מעוז,"נכון, אפילו אם היא לא תתבצע היום. אם עושים תעשו את זה טוב. צריך להתכונן, יש קשיחות לטווח קצר. בהצעה של חה""כ גל יש לפחות איזושהי תזוזה רק בנושא אחד שאתה יכול למכור ישירות."
